State,University/College ,Campus,"Student
enrollment1","Violent
crime","Murder and
nonnegligent
manslaughter",Rape,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson
TEXAS,University of Texas,Austin,"55,710",18,0,1,9,8,779,33,726,20,2
TEXAS,University of Texas,Dallas,"34,317",1,0,0,1,0,114,1,100,13,0
TEXAS,University of Texas,El Paso,"28,323",2,0,0,1,1,59,4,48,7,0
TEXAS,University of Texas,"Health Science Center, San Antonio","4,225",0,0,0,0,0,38,2,31,5,0
TEXAS,University of Texas,Houston,"6,724",14,0,6,1,7,312,34,253,25,0
TEXAS,University of Texas,Medical Branch,"4,169",1,0,0,0,1,94,0,91,3,0
TEXAS,University of Texas,Permian Basin,"7,456",2,0,1,0,1,18,5,10,3,0
TEXAS,University of Texas,Rio Grande Valley,"47,231",3,0,1,0,2,54,1,51,2,0
TEXAS,University of Texas,San Antonio,"38,728",8,0,7,0,1,133,4,111,18,0
TEXAS,University of Texas,Southwestern Medical School,"2,671",2,0,2,0,0,188,1,168,19,1
TEXAS,University of Texas,Stephen F. Austin,"12,740",6,0,5,0,1,17,5,12,0,0
TEXAS,University of Texas,Tyler,"11,335",2,0,2,0,0,20,3,16,1,0
TEXAS,West Texas A&M University,,"10,667",1,0,1,0,0,22,3,18,1,0
UTAH,Brigham Young University,,"41,238",3,0,1,0,2,82,6,76,0,0
UTAH,Dixie State University,,"14,658",0,0,0,0,0,12,1,11,0,0
UTAH,Southern Utah University,,"21,159",2,0,1,0,1,14,2,12,0,0
UTAH,University of Utah,,"40,455",16,0,6,1,9,229,14,209,6,0
UTAH,Utah State University,Logan,"33,389",4,0,4,0,0,41,4,37,0,0
UTAH,Utah Valley University,,"54,501",2,0,0,1,1,12,1,11,0,0
UTAH,Weber State University,,"37,309",6,0,4,1,1,24,2,22,0,0
VERMONT,University of Vermont,,"16,101",9,0,3,0,6,137,3,128,6,2
VIRGINIA,Christopher Newport University,,"4,703",8,0,2,1,5,46,2,44,0,1
VIRGINIA,College of William and Mary,,"10,856",1,0,1,0,0,52,4,48,0,0
VIRGINIA,George Mason University,,"47,916",0,0,0,0,0,147,1,141,5,0
VIRGINIA,Hampton University,,"3,842",5,0,1,1,3,17,0,13,4,0
VIRGINIA,James Madison University,,"24,300",7,0,3,1,3,83,8,52,23,1
VIRGINIA,Longwood University,,"5,948",8,0,7,0,1,20,1,19,0,0
VIRGINIA,Norfolk State University,,"6,370",5,0,2,3,0,42,0,42,0,0
VIRGINIA,Northern Virginia Community College,,"71,176",1,0,1,0,0,31,1,28,2,0
VIRGINIA,Old Dominion University,,"26,975",43,0,16,3,24,253,5,243,5,0
VIRGINIA,Radford University,,"8,921",2,0,1,0,1,36,1,34,1,0
VIRGINIA,University of Mary Washington,,"4,112",3,0,3,0,0,26,0,25,1,1
VIRGINIA,University of Virginia,,"30,044",14,0,8,0,6,307,8,173,126,1
VIRGINIA,University of Virginia's College at Wise,,"2,807",0,0,0,0,0,18,1,17,0,0
VIRGINIA,Virginia Commonwealth University,,"30,796",4,0,0,1,3,319,10,300,9,3
VIRGINIA,Virginia Highlands Community College,,"2,669",0,0,0,0,0,0,0,0,0,0
VIRGINIA,Virginia Polytechnic Institute and State University,,"40,514",3,0,1,0,2,218,7,206,5,2
VIRGINIA,Virginia State University,,"5,347",10,0,4,0,6,18,1,17,0,1
WASHINGTON,Central Washington University,,"19,286",2,0,2,0,0,29,4,24,1,0
WASHINGTON,Eastern Washington University,,"17,265",4,0,1,0,3,16,3,12,1,0
WASHINGTON,University of Washington,,"57,633",23,0,4,7,12,635,54,440,141,1
WASHINGTON,Washington State University,Pullman,"30,919",10,0,5,0,5,50,5,43,2,0
WASHINGTON,Washington State University,Vancouver2,,0,0,0,0,0,0,0,0,0,0
WASHINGTON,Western Washington University,,"16,309",3,0,2,0,1,94,11,73,10,1
WEST VIRGINIA,Marshall University,,"12,739",3,0,3,0,0,73,6,64,3,0
WEST VIRGINIA,West Virginia State University,,"4,438",0,0,0,0,0,0,0,0,0,0
WISCONSIN,Marquette University,,"12,017",54,0,6,11,37,384,22,277,85,3
WISCONSIN,University of Wisconsin,Eau Claire,"11,072",1,0,1,0,0,32,0,31,1,0
WISCONSIN,University of Wisconsin,La Crosse,"10,988",1,0,1,0,0,35,2,33,0,0
WISCONSIN,University of Wisconsin,Madison,"53,219",8,0,3,2,3,223,16,203,4,1
WISCONSIN,University of Wisconsin,Oshkosh,"16,240",1,0,0,0,1,31,1,30,0,0
WISCONSIN,University of Wisconsin,Platteville,"7,362",3,0,3,0,0,10,0,10,0,0
WISCONSIN,University of Wisconsin,River Falls,"5,858",1,0,0,0,1,33,1,32,0,0
WISCONSIN,University of Wisconsin,Stevens Point,"8,935",5,0,5,0,0,35,0,35,0,3
WISCONSIN,University of Wisconsin,Stout,"8,236",2,0,0,0,2,40,0,39,1,0
WISCONSIN,University of Wisconsin,Whitewater,"13,057",5,0,5,0,0,25,1,24,0,0
WYOMING,University of Wyoming,,"12,585",1,0,1,0,0,51,4,43,4,0
"1 The student enrollment figures provided by the United States Department of Education are for the 2023 school year, the most recent available. The enrollment figures include full-time and part-time students.  ",,,,,,,,,,,,,
2 Student enrollment figures were not available.,,,,,,,,,,,,,
3 Limited data for 2024 were available for Florida.,,,,,,,,,,,,,
"NOTE:  Caution should be exercised in making any intercampus comparisons or ranking schools because university/college crime statistics are affected by a variety of factors. These include demographic characteristics of the surrounding community, ratio of male to female students, number of on-campus residents, accessibility of the campus to outside visitors, size of enrollment, etc. ",,,,,,,,,,,,,
